7.070999999999999508e-01,7.070999999999999508e-01,3.147921436360772152e+00,5.635282201177667094e-01,1.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,2.308749065615669949e+00,1.535262895151823681e+00,1.000000000000000000e+00
-7.070999999999999508e-01,7.070999999999999508e-01,1.625532832278528961e+00,-4.047721155147585015e-01,1.000000000000000000e+00
7.070999999999999508e-01,7.070999999999999508e-01,-1.070277684991051803e+00,1.098260525596211012e+00,1.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,9.414496374030381087e-01,-1.287801172683562978e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.797475448469655346e-01,0.000000000000000000e+00,0.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,3.285660196312241155e+00,-1.437738191558639578e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.103688759372251915e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.206315650271412965e-01,0.000000000000000000e+00,0.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,-3.580064676275790392e-01,-6.078050193564993320e-01,1.000000000000000000e+00
-7.070999999999999508e-01,7.070999999999999508e-01,1.933124943255877248e+00,3.219257966019981598e-01,1.000000000000000000e+00
7.070999999999999508e-01,-7.070999999999999508e-01,9.989780188082418855e-01,7.044053252935428278e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.798244233299736816e-01,0.000000000000000000e+00,0.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,1.506522897439879216e+00,1.081659310897717496e+00,1.000000000000000000e+00
7.070999999999999508e-01,-7.070999999999999508e-01,2.713122700409357879e+00,9.966859932552192269e-01,1.000000000000000000e+00
7.070999999999999508e-01,7.070999999999999508e-01,-7.774280912371639429e-01,-3.369250955470782238e-01,1.000000000000000000e+00
7.070999999999999508e-01,7.070999999999999508e-01,-8.156115540403440223e-01,-8.866711608472023221e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.644745659039183572e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.070999999999999508e-01,-7.070999999999999508e-01,1.493502191634388021e+00,-5.971614037085136717e-01,1.000000000000000000e+00
-7.070999999999999508e-01,7.070999999999999508e-01,7.932972940681111140e-01,-1.377079235672347357e+00,1.000000000000000000e+00
7.070999999999999508e-01,-7.070999999999999508e-01,-1.811727392521884639e+00,-3.401985441719651004e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-2.490125553732862318e-01,0.000000000000000000e+00,0.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,-1.799267342794617530e+00,-5.024783436029608419e-01,1.000000000000000000e+00
7.070999999999999508e-01,-7.070999999999999508e-01,1.960721969962291311e+00,3.241446464096044977e-01,1.000000000000000000e+00
7.070999999999999508e-01,7.070999999999999508e-01,-4.051013375335357214e-01,-3.805542767530550874e-02,1.000000000000000000e+00
-7.070999999999999508e-01,7.070999999999999508e-01,6.717674803699178465e-01,-8.646021926908983857e-03,1.000000000000000000e+00
-7.070999999999999508e-01,7.070999999999999508e-01,1.070458014278903081e+00,4.350744461907071758e-03,1.000000000000000000e+00
-7.070999999999999508e-01,7.070999999999999508e-01,4.677265685034850407e-01,2.634668400215870232e+00,1.000000000000000000e+00
-7.070999999999999508e-01,7.070999999999999508e-01,1.885582439531153787e-01,-1.418300615301858469e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.480140275217762813e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.070999999999999508e-01,7.070999999999999508e-01,-4.417949306189842273e-01,-1.475666024903951601e-01,1.000000000000000000e+00
7.070999999999999508e-01,7.070999999999999508e-01,-5.935198525912863676e-01,6.855204258529605799e-01,1.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,2.119726387339128326e+00,-4.658141856399422576e-01,1.000000000000000000e+00
7.070999999999999508e-01,7.070999999999999508e-01,-2.073057008442368065e+00,7.752521188477415892e-01,1.000000000000000000e+00
