1413,321,1
1036,876,1
729,-231,1
-480,627,1
422,-735,1
-80,0,0
1475,-82,1
-49,0,0
143,0,0
-160,-347,1
868,183,1
448,402,1
395,0,0
676,617,1
1218,569,1
-349,-192,1
-366,-506,1
388,0,0
670,-340,1
356,-786,1
-813,-194,1
-111,0,0
-807,-286,1
880,185,1
-181,-21,1
301,-4,1
480,2,1
210,1504,1
84,-809,1
664,0,0
-198,-84,1
-266,391,1
951,-265,1
-930,442,1
-449,563,1
-76,0,1
-718,66,1
983,-44,1
-355,0,0
-649,0,0
487,0,0
-147,-1164,1
-38,317,1
765,0,0
-375,0,0
-205,923,1
1004,-1665,1
412,-99,1
209,103,1
-340,0,0
541,0,0
317,0,0
175,0,0
-408,0,0
-481,-93,1
-192,42,1
-676,1300,1
976,-428,1
33,852,1
-73,377,1
489,-215,1
572,-287,1
21,927,1
186,-772,1
87,0,0
-466,0,0
952,741,1
-17,0,0
177,-584,1
-77,0,0
531,0,0
12,-863,1
-738,0,0
756,3,1
-276,-951,1
342,-412,1
718,0,0
-372,-590,1
39,453,1
-422,1070,1
-84,242,1
-812,-378,1
1448,-191,1
-1278,-88,1
-162,0,1
115,0,0
-62,495,1
-23,236,1
-5,209,1
766,215,1
477,-591,1
-484,0,0
230,815,1
-190,0,0
-118,0,0
-202,-874,1
-264,-918,1
-62,-32,1
74,0,0
-551,0,0
753,0,0
-146,0,0
-181,-614,1
-317,31,1
-45,0,0
-398,-688,1
218,0,0
-693,82,1
71,0,0
1138,576,1
38,0,0
-49,-341,1
222,54,1
508,0,0
293,0,0
343,548,1
874,-516,1
-760,391,1
-101,-184,1
122,0,0
111,0,0
308,-297,1
-113,0,0
220,268,1
-206,400,1
1042,-631,1
1742,-439,1
-135,0,0
-1246,-186,1
-54,73,1
-427,-30,1
-509,787,1
-419,937,1
-280,510,1
630,-245,1
-235,0,0
769,419,1
196,0,0
-478,-969,1
192,86,1
632,-542,1
-431,364,1
1455,228,1
-428,0,0
-425,0,0
280,-748,1
624,0,0
115,0,0
-821,477,1
-208,518,1
162,-572,1
50,-473,1
22,0,0
-180,-252,1
-396,-560,1
336,0,0
660,-495,1
119,0,0
840,-600,1
-955,231,1
71,283,1
-588,838,1
-1409,198,1
-527,-23,1
-30,-555,1
528,-298,1
312,695,1
-581,-222,1
-388,-333,1
-57,0,0
-182,-929,1
243,-582,1
770,-632,1
548,0,0
-1220,-661,1
-276,0,0
470,165,1
31,-482,1
-778,-33,1
-548,666,1
-394,472,1
-754,840,1
-111,0,0
47,-171,1
1079,104,1
-448,449,1
-125,0,0
442,0,0
-414,0,0
148,0,0
-1085,0,0
-638,0,0
-459,-820,1
-366,-432,1
1081,-236,1
-160,0,0
-551,48,1
560,0,0
-89,-341,1
-427,534,1
360,-607,1
-1193,-118,1
161,0,0
421,0,0
292,358,1
195,0,0
536,-1328,1
-906,-281,1
79,0,0
63,150,1
-442,235,1
180,395,1
1038,1429,1
437,0,0
-496,368,1
-347,-334,1
973,792,1
-507,-214,1
134,38,1
774,-91,1
640,-1044,1
-931,81,1
-197,1223,1
-175,166,1
451,548,1
-834,-131,1
216,0,0
-1491,155,1
700,1062,1
38,-190,1
-911,-259,1
-10,4,1
-404,-178,1
266,0,0
-826,450,1
-245,143,1
-76,705,1
-134,-122,1
120,-270,1
-359,-215,1
-1165,243,1
-879,-451,1
-396,964,1
858,41,1
-31,-342,1
284,0,0
-186,-364,1
-464,-85,1
697,-472,1
-202,-60,1
-459,309,1
-226,622,1
383,443,1
-581,-24,1
-199,-123,1
389,0,0
-192,0,0
-742,0,0
233,281,1
975,29,1
-328,-887,1
1349,-461,1
-157,0,0
-196,438,1
-802,446,1
213,-44,1
