867,959,1
-554,-1821,1
-298,488,1
733,245,1
-3,-391,1
-91,0,0
-1508,239,1
-331,0,0
20,0,0
1199,-596,1
-564,-98,1
-665,724,1
-172,0,0
-869,598,1
-150,1621,1
604,-749,1
-842,-809,1
-527,0,0
156,202,1
-57,415,1
-689,138,1
-179,0,0
255,517,1
304,300,1
929,-42,1
232,82,1
-439,-163,1
-1117,192,1
-542,-180,1
470,0,0
-165,-720,1
511,591,1
617,-796,1
-1069,1013,1
183,133,1
-817,1045,1
1909,-196,1
294,-19,1
423,0,0
411,0,0
133,0,0
-705,-280,1
-421,627,1
240,0,0
-283,0,0
-488,44,1
-1136,309,1
197,-268,1
643,-637,1
-206,0,0
-332,0,0
-296,0,0
-512,0,0
861,0,0
-819,-459,1
-107,-69,1
136,-667,1
80,238,1
-900,-156,1
81,507,1
-609,766,1
-1220,1263,1
34,466,1
198,-1257,1
233,0,0
367,0,0
940,-366,1
292,0,0
701,-433,1
-43,0,0
351,0,0
262,211,1
1009,0,0
134,-442,1
-986,7,1
34,-41,1
-636,0,0
201,-459,1
785,-859,1
-216,1106,1
-386,106,1
-752,269,1
-340,989,1
41,-881,1
364,204,1
-617,0,0
-223,-972,1
324,39,1
905,774,1
-26,-177,1
-128,1052,1
-174,0,0
-787,-270,1
455,0,0
127,0,0
1063,-193,1
348,271,1
406,-808,1
43,0,0
165,0,0
-52,0,0
-205,0,0
313,-1188,1
489,130,1
-171,0,0
-111,-60,1
-321,0,0
-54,238,1
-70,0,0
1356,688,1
345,0,0
736,-1704,1
-1002,-578,1
-202,0,0
-196,0,0
-133,-37,1
-413,-411,1
-1192,-32,1
-781,520,1
277,0,0
416,0,0
-40,-143,1
-119,0,0
-175,-624,1
-164,483,1
-748,504,1
-971,-482,1
-456,0,0
70,751,1
1058,-78,1
91,152,1
78,846,1
23,-125,1
-418,-643,1
-660,497,1
26,0,0
-959,-276,1
-104,0,0
929,-464,1
332,736,1
-1412,153,1
-38,2,1
-821,-1632,1
-632,0,0
-433,0,0
-157,503,1
-176,0,0
86,0,0
-35,439,1
8,774,1
-385,-103,1
1097,26,1
89,0,0
-584,251,1
-306,275,1
-354,0,0
-98,903,1
-316,0,0
1452,-330,1
143,-891,1
162,114,1
-1047,570,1
-323,-916,1
-411,-554,1
1266,-1063,1
-414,324,1
-175,416,1
230,501,1
-803,411,1
581,0,0
-1312,-212,1
-751,580,1
300,-685,1
-407,0,0
919,-351,1
630,0,0
-524,-1433,1
-231,721,1
-705,307,1
-170,-9,1
-557,441,1
402,502,1
527,0,0
-104,352,1
-685,-299,1
1165,-472,1
898,0,0
-795,0,0
158,0,0
235,0,0
16,0,0
-162,0,0
-666,-138,1
-1269,363,1
-855,-157,1
198,0,0
1080,-1524,1
-484,0,0
20,12,1
145,-508,1
-63,-872,1
-632,-728,1
51,0,0
-582,0,0
415,128,1
147,0,0
371,1238,1
-184,-268,1
81,0,0
544,716,1
388,356,1
153,365,1
-3,-295,1
610,0,0
-531,-900,1
-453,321,1
-551,421,1
1065,888,1
-100,299,1
111,-420,1
-491,-146,1
