7.070999999999999508e-01,7.070999999999999508e-01,4.028470978601612629e+00,4.839273271749057415e+00,6.296597829312291061e+00,1.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,-1.812072779911383380e+00,-9.186688040023998525e+00,9.363698249325196343e+00,1.000000000000000000e+00
-7.070999999999999508e-01,7.070999999999999508e-01,-1.889219003389890128e+00,2.462883673466473855e+00,3.104020688042719911e+00,1.000000000000000000e+00
7.070999999999999508e-01,7.070999999999999508e-01,2.050302735916672781e+00,1.240205484889639109e+00,2.396215965571079298e+00,1.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,-9.857815355931258683e-01,-1.973786766024471895e+00,2.206263681804530918e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-2.051582637658008745e-01,0.000000000000000000e+00,2.051582637658008745e-01,0.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,-5.162821582010036714e+00,1.209763868118169050e+00,5.302664924759328713e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-7.421650204064419443e-01,0.000000000000000000e+00,7.421650204064419443e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.575851730144606805e-02,0.000000000000000000e+00,4.575851730144606805e-02,0.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,5.315276217773520884e+00,-3.008813849916442962e+00,6.107791913177608834e+00,1.000000000000000000e+00
-7.070999999999999508e-01,7.070999999999999508e-01,-2.079844392793215313e+00,-4.991193369528570956e-01,2.138895231364462468e+00,1.000000000000000000e+00
7.070999999999999508e-01,-7.070999999999999508e-01,-5.050751862712237639e+00,3.651205320886140360e+00,6.232286472391846743e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-3.873268174079522730e-01,0.000000000000000000e+00,3.873268174079522730e-01,0.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,-3.088668142420676332e+00,3.020576240227749842e+00,4.320156445897857189e+00,1.000000000000000000e+00
7.070999999999999508e-01,-7.070999999999999508e-01,3.707283343327527625e-02,8.177324105125086007e+00,8.177408141657021901e+00,1.000000000000000000e+00
7.070999999999999508e-01,7.070999999999999508e-01,2.599244554327428069e+00,-3.780863245566205677e+00,4.588136782493980270e+00,1.000000000000000000e+00
7.070999999999999508e-01,7.070999999999999508e-01,-4.028520082547572656e+00,-4.084447853572577003e+00,5.736870952360940912e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.180632184122412109e+00,0.000000000000000000e+00,1.180632184122412109e+00,0.000000000000000000e+00
7.070999999999999508e-01,-7.070999999999999508e-01,9.612704426893495802e-01,1.020786768272376133e+00,1.402157797920098536e+00,1.000000000000000000e+00
-7.070999999999999508e-01,7.070999999999999508e-01,3.792913142901175316e-01,2.094714957124726329e+00,2.128777267047440080e+00,1.000000000000000000e+00
7.070999999999999508e-01,-7.070999999999999508e-01,-3.120776735686642933e+00,6.996752526951639517e-01,3.198248410182833013e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-4.017809362082618851e-01,0.000000000000000000e+00,4.017809362082618851e-01,0.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,3.772703656511922521e+00,2.610396704423043168e+00,4.587751500933884508e+00,1.000000000000000000e+00
