7.070999999999999508e-01,7.070999999999999508e-01,1.943148235903010779e+00,1.530312575870198533e+00,2.473394761569504219e+00,1.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,-1.241263206196719704e+00,-2.905085835990392162e+00,3.159154643497173787e+00,1.000000000000000000e+00
-7.070999999999999508e-01,7.070999999999999508e-01,-6.680016898385997548e-01,7.788322020196463136e-01,1.026063280957854040e+00,1.000000000000000000e+00
7.070999999999999508e-01,7.070999999999999508e-01,1.642754498515741179e+00,3.921874098884797766e-01,1.688920752098433731e+00,1.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,-8.230138543934284456e-03,-6.241661796135178353e-01,6.242204377892368594e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-2.051582637658008745e-01,0.000000000000000000e+00,2.051582637658008745e-01,0.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,-3.378291084931680288e+00,3.825609254228971023e-01,3.399882868010204451e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-7.421650204064419443e-01,0.000000000000000000e+00,7.421650204064419443e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.575851730144606805e-02,0.000000000000000000e+00,4.575851730144606805e-02,0.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,2.685544652726417070e+00,-9.514704821195981710e-01,2.849113223466619882e+00,1.000000000000000000e+00
-7.070999999999999508e-01,7.070999999999999508e-01,-1.264747789951099044e+00,-1.578353929004073786e-01,1.274558348385124162e+00,1.000000000000000000e+00
7.070999999999999508e-01,-7.070999999999999508e-01,-1.490280894365680675e+00,1.154612501892615883e+00,1.885223374997800905e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-3.873268174079522730e-01,0.000000000000000000e+00,3.873268174079522730e-01,0.000000000000000000e+00
-7.070999999999999508e-01,-7.070999999999999508e-01,-1.947691463846096482e+00,9.551900765307608232e-01,2.169306368552351483e+00,1.000000000000000000e+00
7.070999999999999508e-01,-7.070999999999999508e-01,-3.367625515742014297e-01,2.585896933759344485e+00,2.607733109075533129e+00,1.000000000000000000e+00
7.070999999999999508e-01,7.070999999999999508e-01,1.353579616253942852e+00,-1.195613937760572565e+00,1.806009541975211574e+00,1.000000000000000000e+00
7.070999999999999508e-01,7.070999999999999508e-01,-1.886225077062605893e+00,-1.291615820147524740e+00,2.286070092581414581e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.180632184122412109e+00,0.000000000000000000e+00,1.180632184122412109e+00,0.000000000000000000e+00
7.070999999999999508e-01,-7.070999999999999508e-01,3.494630343769632996e-01,3.228011193103211829e-01,4.757362452283311338e-01,1.000000000000000000e+00
-7.070999999999999508e-01,7.070999999999999508e-01,-1.280898924371281777e-01,6.624070313336087867e-01,6.746777717583110068e-01,1.000000000000000000e+00
7.070999999999999508e-01,-7.070999999999999508e-01,-1.542883105192145665e+00,2.212567420970582566e-01,1.558667001707151556e+00,1.000000000000000000e+00
