27,29
-17,-56
-9,15
22,7
0,-12
-2,0
-47,7
-10,0
0,0
37,-18
-17,-3
-20,22
-5,0
-27,18
-4,50
18,-23
-26,-25
-16,0
4,6
-1,12
-21,4
-5,0
7,16
9,9
29,-1
7,2
-13,-5
-34,6
-16,-5
14,0
-5,-22
15,18
19,-24
-33,31
5,4
-25,32
59,-6
9,0
13,0
12,0
4,0
-22,-8
-13,19
7,0
-8,0
-15,1
-35,9
6,-8
20,-19
-6,0
-10,0
-9,0
-16,0
26,0
-25,-14
-3,-2
4,-20
2,7
-28,-4
2,15
-19,23
-38,39
1,14
6,-39
7,0
11,0
29,-11
9,0
21,-13
-1,0
10,0
8,6
31,0
4,-13
-30,0
1,-1
-19,0
6,-14
24,-26
-6,34
-12,3
-23,8
-10,30
1,-27
11,6
-19,0
-6,-30
10,1
28,24
0,-5
-4,32
-5,0
-24,-8
14,0
3,0
33,-6
10,8
12,-25
1,0
5,0
-1,0
-6,0
9,-37
15,4
-5,0
-3,-1
-10,0
-1,7
-2,0
42,21
10,0
23,-53
-31,-18
-6,0
-6,0
-4,-1
-12,-12
-37,-1
-24,16
8,0
13,0
-1,-4
-3,0
-5,-19
-5,15
-23,15
-30,-15
-14,0
2,23
33,-2
2,4
2,26
0,-3
-13,-20
-20,15
0,0
-29,-8
-3,0
29,-14
10,23
-44,4
-1,0
-25,-51
-19,0
-13,0
-4,15
-5,0
2,0
-1,13
0,24
-12,-3
34,0
2,0
-18,7
-9,8
-11,0
-3,28
-9,0
45,-10
4,-27
5,3
-32,17
-10,-28
-12,-17
39,-33
-12,10
-5,13
7,15
-25,12
18,0
-41,-6
-23,18
9,-21
-12,0
28,-10
19,0
-16,-44
-7,22
-22,9
-5,0
-17,13
12,15
16,0
-3,11
-21,-9
36,-14
28,0
-24,0
4,0
7,0
0,0
-5,0
-20,-4
-39,11
-26,-4
6,0
33,-47
-15,0
0,0
4,-15
-1,-27
-19,-22
1,0
-18,0
12,4
4,0
11,38
-5,-8
2,0
17,22
12,11
4,11
0,-9
19,0
-16,-28
-14,10
-17,13
33,27
-3,9
3,-13
-15,-4
-3,-4
-38,14
-35,2
31,-14
1,7
-8,0
30,-5
64,30
49,-21
-33,-8
27,32
7,-15
-16,0
-15,4
-30,16
-24,14
-4,-19
-23,19
-22,7
3,-12
7,16
14,30
-12,15
50,7
-17,0
-5,12
-30,8
-12,-2
29,-15
-17,12
-5,-23
0,19
-16,15
2,9
0,0
-6,0
2,0
13,-29
12,-27
-1,-27
10,-25
-18,0
6,-11
-7,30
-5,11
19,0
1,-11
1,-18
-1,0
14,0
26,-15
11,-14
0,0
-11,-19
31,9
-3,26
8,14
-11,0
5,11
7,1
-19,-35
-10,0
-16,0
-31,-13
-17,28
11,7
3,-2
6,17
22,23
-3,0
-14,0
0,0
17,6
-7,-2
-25,0
-14,-14
-2,0
21,-7
-16,-57
5,0
25,0
6,23
1,7
-27,-42
-13,-12
-23,-2
-22,0
18,-33
20,0
-13,-18
-11,0
-37,9
18,0
-33,-31
20,-7
-13,0
5,-22
4,3
-33,-43
-1,-18
-14,-4
25,-21
13,0
28,0
-19,-1
7,-7
12,7
-5,0
-25,-9
-11,0
6,-7
-14,-4
12,0
8,4
-32,-4
-15,-3
3,20
4,-23
-13,26
-5,0
-11,0
36,0
1,0
15,-12
9,-28
23,0
12,12
-3,-25
-17,8
13,2
44,29
-3,-36
-21,12
4,1
0,0
-15,9
-19,0
8,0
23,-2
7,-9
-5,19
9,0
-12,11
21,-32
0,0
-18,14
-11,0
3,0
14,-24
22,-16
24,0
18,0
15,0
-3,5
-1,0
-15,0
-1,-10
0,-1
-12,-18
21,0
-22,-5
17,0
-21,0
-3,-4
-10,18
25,1
9,0
11,7
-3,1
10,0
18,-23
-10,-9
-28,-12
-26,0
18,-1
-17,-7
2,-17
24,-4
8,0
22,0
-34,6
18,0
6,15
0,-14
14,-11
3,0
-18,-30
4,0
-4,-8
-10,0
-22,0
-19,10
13,47
8,11
-5,0
9,20
8,0
-47,22
-11,24
7,21
29,-21
-57,9
17,-55
5,0
-20,0
-1,0
7,0
7,0
22,0
2,0
-7,0
3,-7
-1,47
-8,2
-6,0
0,-2
3,-4
-11,0
-23,6
-9,14
4,-11
2,-17
-10,0
-8,0
20,0
-10,-32
-11,20
4,12
-10,-1
7,0
-2,0
-25,0
30,6
-33,1
3,-14
-3,-6
22,0
-22,17
0,-12
24,-12
16,0
-10,-4
7,-8
0,0
-35,14
-6,0
27,0
13,13
14,-43
8,-22
-24,0
-41,42
1,-8
0,0
13,0
14,22
18,54
11,0
16,0
12,0
9,0
-13,-29
3,3
0,0
-31,-3
24,0
-4,-19
0,0
-3,-10
3,0
-1,4
7,0
-10,0
17,-22
26,17
-42,-34
6,0
4,-48
-14,-11
3,1
4,20
13,4
17,0
-16,2
-4,1
17,0
25,0
-1,0
0,-41
-9,-33
-16,0
24,0
0,0
21,-13
6,-15
4,0
8,0
16,18
5,12
-15,0
1,0
11,0
19,2
55,-3
17,0
8,0
-35,0
-4,0
-26,22
-7,-15
11,-27
-19,0
-2,0
-39,2
-8,24
2,25
-18,55
2,-17
7,0
-29,-5
-20,22
-8,-8
9,21
-4,0
-1,-8
6,-20
5,17
-20,0
22,-2
-31,16
-13,0
19,0
4,0
4,-47
-6,9
-13,0
-18,9
-14,0
9,0
-5,-6
10,43
18,8
50,2
-24,23
2,0
-21,0
-12,-18
-9,-42
10,0
-19,13
-21,11
3,0
-19,0
-9,0
0,-11
-13,0
-14,-14
4,0
-1,0
11,0
-22,0
24,-54
17,-1
16,32
0,0
5,0
-11,0
13,0
25,0
-2,0
3,12
-11,0
26,2
-8,0
42,-29
-5,0
0,0
-15,6
3,0
19,0
1,-26
-5,0
-3,0
-27,-3
-10,0
-15,-29
-4,0
23,7
1,0
-4,0
-12,11
-9,-5
28,16
-19,0
-21,-3
-17,-20
1,12
15,-6
0,13
-7,18
14,4
11,-1
-3,0
3,0
0,-9
-8,5
13,-2
-23,0
28,13
-4,48
0,9
4,0
-1,0
-12,-15
-3,0
9,2
-4,0
34,20
-21,-23
0,42
16,0
-8,23
0,-5
0,1
-12,0
11,23
-12,-22
0,0
-25,44
-14,-5
1,0
12,0
6,27
37,24
0,-21
17,0
-2,-9
10,0
-15,0
-2,0
-18,19
-13,5
2,-19
12,-22
-10,20
-23,33
-13,0
-10,0
1,3
15,18
-8,0
-43,0
-3,-35
-11,-18
14,0
10,0
17,2
-3,0
10,0
-10,0
5,-1
-15,24
30,-15
1,0
-21,10
48,5
-33,-10
-33,13
19,0
22,-20
12,-6
30,-5
5,14
4,28
-3,8
25,-49
-3,-3
6,0
17,21
5,0
1,9
-12,-10
9,-32
-55,-21
19,0
19,-16
-18,0
4,-22
8,2
30,15
-8,0
-1,-20
0,2
-36,-15
27,-17
-11,19
-3,20
-29,21
-20,-20
5,-2
-13,0
1,-16
31,0
5,-17
-36,0
-13,17
5,12
19,-3
-16,-2
20,-18
35,-11
-15,0
-7,0
20,-16
0,3
-9,8
-4,0
13,43
-9,-3
13,-33
6,14
-6,-20
-8,31
-19,0
4,0
-32,-3
21,-29
-32,14
-1,5
-3,0
-31,-45
2,11
-23,7
-5,13
-16,0
2,-4
9,-6
-15,-7
14,-14
-5,12
-1,-16
-8,12
17,2
28,-1
5,12
1,29
-19,11
-10,7
-28,-23
-8,-24
23,4
16,-12
-2,8
22,-33
-8,-37
3,-1
-18,12
-20,9
19,-18
-16,-7
16,10
50,6
-17,-5
-25,0
7,18
-17,-16
-28,-14
2,0
25,-5
-4,-12
-23,-9
7,0
19,0
10,28
3,-34
4,15
11,-8
-6,0
9,0
2,7
10,16
9,0
14,3
-2,-17
17,-53
7,0
0,-19
-11,-9
-5,8
-26,7
-36,2
16,-20
0,0
-1,14
-2,18
19,18
-28,-35
23,0
-1,15
-7,-7
-53,0
-12,21
8,22
-7,43
-1,0
9,23
-29,20
9,0
21,10
19,-4
2,23
14,-23
1,35
-13,37
-10,-1
17,-36
9,10
-27,-9
-5,5
24,5
10,12
-7,10
1,4
-11,0
23,-5
25,-18
-4,-18
32,-33
-16,-4
31,1
3,-19
-6,20
-14,4
-6,-36
-10,7
7,24
-12,-1
0,0
-8,-24
4,0
10,-8
-25,-7
-38,-40
-4,29
8,-2
7,30
-28,-2
-23,-9
-35,2
-12,0
14,2
-13,7
32,-14
14,-30
16,-11
0,0
8,16
-4,-14
-24,-5
17,0
17,-25
-29,26
5,0
-30,-11
1,22
-2,0
5,0
0,-8
-2,-20
-3,0
3,10
-12,34
-4,0
-23,-24
-2,14
-2,11
23,40
11,-8
-18,-7
-26,58
5,1
7,0
3,-12
-16,12
-2,-27
-15,0
-12,5
25,-17
56,-24
-6,12
22,0
12,-18
5,27
2,-11
-1,-12
-27,34
0,-2
10,0
27,-24
-7,0
-12,-32
-14,0
-12,26
-8,-7
-9,-7
-16,14
0,11
-18,24
2,-2
11,0
-11,-9
-19,0
-39,5
3,5
17,-21
-5,-19
3,0
-10,0
-2,-14
-3,-7
-12,-2
21,0
1,28
32,14
-6,16
24,-10
-22,0
-4,-14
-7,0
-2,0
-11,0
-14,0
42,-16
21,10
-8,-20
17,26
-10,-9
7,0
-11,-22
-22,-20
15,-7
8,-6
20,0
43,8
33,1
-18,0
-10,0
4,-35
-10,0
1,-7
-28,14
23,-20
-41,1
10,-6
-22,4
-9,11
-2,0
-15,1
20,-30
31,-17
-27,9
-7,-15
-15,13
-22,5
0,-23
-18,0
13,-2
12,-1
8,8
-2,0
27,0
9,6
9,-13
-29,15
-15,24
4,-31
-6,24
-36,-24
8,-19
-11,-29
-14,-20
-21,-2
-4,8
-5,-20
-5,-11
-49,-9
-3,0
-21,9
6,0
-9,0
-6,0
-37,-5
15,-22
14,-1
10,0
-1,11
7,0
-18,2
-15,4
-16,0
-15,-5
15,5
3,0
-25,-33
20,1
-4,-24
-57,41
22,-26
0,32
1,4
-30,0
-6,26
-23,3
-11,26
2,-37
10,-17
-12,-17
-9,-1
-3,-54
17,22
6,26
-6,12
-13,0
14,-10
-11,0
7,-20
-24,0
-2,0
-17,9
26,0
3,0
12,13
29,15
0,0
-12,0
-40,-7
-4,-12
-10,0
-20,-1
0,11
-21,-53
-5,0
-2,0
-24,-33
-4,19
-28,10
-53,14
-8,16
0,20
5,25
-6,-31
2,20
-3,19
-24,-21
-3,-7
26,-14
7,-2
5,0
-7,-23
8,37
19,-2
-14,-6
3,39
-4,25
0,-4
0,-1
-21,0
19,24
-8,0
28,-10
9,7
27,0
-9,-19
-8,0
-30,-5
-36,-21
19,28
15,-11
3,25
-49,15
3,0
11,0
6,11
-18,-21
12,-3
3,0
38,2
0,26
11,47
-1,0
1,33
14,0
-6,0
23,0
-4,20
1,14
6,19
2,0
20,13
23,9
-6,-3
-25,38
-18,45
0,-10
26,-24
-17,-17
3,0
12,14
-33,10
1,-2
38,-6
-8,15
9,27
19,-10
-7,9
9,0
-13,-10
29,13
2,0
6,-41
-4,0
1,-2
1,-35
5,0
-25,16
-15,-6
-4,0
5,13
-16,39
8,-15
-25,-13
2,-20
10,-28
-18,41
20,-15
-22,0
6,15
-4,-4
-19,0
14,0
-27,-1
11,4
19,0
5,-23
26,19
6,0
35,-23
23,17
12,0
-1,-22
14,-20
-7,-16
26,16
-24,17
25,-14
12,-40
-9,-25
-38,-5
-7,39
-7,0
-16,-4
13,2
0,-9
-12,0
10,-13
17,-12
7,0
0,-32
-2,0
-20,-11
-7,0
-34,-26
5,6
8,38
-30,-14
5,-22
14,-19
-3,24
33,-28
-1,8
-21,0
-22,14
11,0
-14,26
-21,13
-28,10
25,-21
-2,0
