25,29,1
-11,-56,1
-12,15,1
13,7,1
-6,-12,1
-1,0,0
-33,7,1
-4,0,0
0,0,0
34,-18,1
-13,-3,1
-32,22,1
-2,0,0
-19,18,1
0,50,1
16,-23,1
-25,-25,1
-7,0,0
6,6,1
2,12,1
-20,4,1
-2,0,0
24,16,1
12,9,1
36,-1,1
18,2,1
-3,-5,1
-29,6,1
-41,-5,1
6,0,0
-10,-22,1
13,18,1
26,-24,1
-30,31,1
24,4,1
-26,32,1
61,-6,1
-13,0,1
6,0,0
5,0,0
1,0,0
-30,-8,1
-28,19,1
3,0,0
-4,0,0
-19,1,1
-31,9,1
0,-8,1
42,-19,1
-2,0,0
-4,0,0
-4,0,0
-7,0,0
12,0,0
-20,-14,1
16,-2,1
-6,-20,1
12,7,1
-29,-4,1
3,15,1
-18,23,1
-33,39,1
11,14,1
5,-39,1
3,0,0
5,0,0
48,-11,1
4,0,0
32,-13,1
0,0,0
5,0,0
17,6,1
14,0,0
10,-13,1
-23,0,1
-1,-1,1
-9,0,0
3,-14,1
15,-26,1
-19,34,1
-15,3,1
-10,8,1
-4,30,1
9,-27,1
7,6,1
-8,0,0
6,-30,1
15,1,1
34,24,1
-2,-5,1
-33,32,1
-2,0,0
-7,-8,1
6,0,0
1,0,0
31,-6,1
24,8,1
33,-25,1
0,0,0
2,0,0
0,0,0
-2,0,0
4,-37,1
7,4,1
-2,0,0
-1,-1,1
-4,0,0
9,7,1
-1,0,0
48,21,1
4,0,0
25,-53,1
-36,-18,1
-2,0,0
-2,0,0
-8,-1,1
-8,-12,1
-44,-1,1
-9,16,1
4,0,0
6,0,0
-4,-4,1
-1,0,0
5,-19,1
-8,15,1
-12,15,1
-20,-15,1
-6,0,0
16,23,1
46,-2,1
9,4,1
14,26,1
-19,-3,1
-3,-20,1
-5,15,1
0,0,0
-23,-8,1
-1,0,0
37,-14,1
-8,23,1
-35,4,1
-3,0,1
-29,-51,1
-9,0,0
-6,0,0
-7,15,1
-2,0,0
1,0,0
-8,13,1
1,24,1
-24,-3,1
21,0,1
1,0,0
-13,7,1
-6,8,1
-5,0,0
23,28,1
-4,0,0
47,-10,1
0,-27,1
20,3,1
-10,17,1
-14,-28,1
-13,-17,1
20,-33,1
-11,10,1
-13,13,1
13,15,1
-13,12,1
8,0,0
-41,-6,1
-36,18,1
9,-21,1
-5,0,0
38,-10,1
9,0,0
7,-44,1
-11,22,1
-28,9,1
-6,0,1
-22,13,1
24,15,1
7,0,0
-6,11,1
-21,-9,1
52,-14,1
12,0,0
-11,0,0
2,0,0
3,0,0
0,0,0
-2,0,0
-28,-4,1
-48,11,1
-31,-4,1
2,0,0
41,-47,1
-6,0,0
7,0,1
9,-15,1
10,-27,1
-20,-22,1
0,0,0
-8,0,0
20,4,1
2,0,0
7,38,1
-4,-8,1
1,0,0
24,22,1
11,11,1
1,11,1
-11,-9,1
8,0,0
-7,-28,1
-19,10,1
-29,13,1
41,27,1
-3,9,1
18,-13,1
-28,-4,1
3,-4,1
-28,14,1
-25,2,1
42,-14,1
-12,7,1
-3,0,0
32,-5,1
64,30,1
39,-21,1
-28,-8,1
24,32,1
7,-15,1
-7,0,0
-25,4,1
-44,16,1
-25,14,1
-2,-19,1
-22,19,1
-24,7,1
2,-12,1
22,16,1
9,30,1
-6,15,1
38,7,1
-8,0,0
8,12,1
-42,8,1
-18,-2,1
38,-15,1
-32,12,1
-19,-23,1
0,19,1
-27,15,1
-6,9,1
0,0,0
-3,0,0
1,0,0
20,-29,1
18,-27,1
-10,-27,1
13,-25,1
-8,0,0
10,-11,1
0,30,1
7,11,1
9,0,0
7,-11,1
-4,-18,1
0,0,0
6,0,0
13,-15,1
28,-14,1
0,0,1
-7,-19,1
14,9,1
-10,26,1
13,14,1
-5,0,0
4,11,1
-2,1,1
-26,-35,1
-4,0,0
-7,0,0
-31,-13,1
-20,28,1
0,7,1
3,-2,1
10,17,1
20,23,1
-1,0,0
-6,0,0
0,0,0
38,6,1
0,-2,1
-29,0,1
-11,-14,1
-1,0,0
43,-7,1
-17,-57,1
2,0,0
11,0,0
-3,23,1
21,7,1
-22,-42,1
-16,-12,1
-15,-2,1
-36,0,1
31,-33,1
9,0,0
-24,-18,1
-5,0,0
-43,9,1
8,0,0
-47,-31,1
9,-7,1
-6,0,0
14,-22,1
-5,3,1
-30,-43,1
-6,-18,1
-19,-4,1
26,-21,1
6,0,0
12,0,0
-15,-1,1
5,-7,1
3,7,1
-2,0,0
-32,-9,1
-5,0,0
3,-7,1
-5,-4,1
5,0,0
9,4,1
-22,-4,1
-9,-3,1
-16,20,1
3,-23,1
-20,26,1
-2,0,0
-5,0,0
37,0,1
0,0,0
11,-12,1
3,-28,1
10,0,0
2,12,1
-11,-25,1
-13,8,1
22,2,1
62,29,1
0,-36,1
-14,12,1
5,1,1
0,0,0
-8,9,1
-9,0,0
3,0,0
29,-2,1
2,-9,1
3,19,1
4,0,0
-14,11,1
0,-32,1
0,0,0
-11,14,1
-5,0,0
1,0,0
13,-24,1
23,-16,1
11,0,0
8,0,0
7,0,0
-17,5,1
0,0,0
-7,0,0
-9,-10,1
-4,-1,1
-20,-18,1
9,0,0
-29,-5,1
7,0,0
-9,0,0
-9,-4,1
-19,18,1
43,1,1
4,0,0
-6,7,1
-7,1,1
4,0,0
27,-23,1
-6,-9,1
-41,-12,1
-12,0,0
12,-1,1
-21,-7,1
10,-17,1
35,-4,1
3,0,0
10,0,0
-33,6,1
8,0,0
3,15,1
7,-14,1
13,-11,1
1,0,0
-22,-30,1
2,0,0
-11,-8,1
-5,0,0
-10,0,0
-20,10,1
18,47,1
5,11,1
-2,0,0
24,20,1
3,0,0
-31,22,1
-11,24,1
16,21,1
38,-21,1
-64,9,1
6,-55,1
2,0,0
-9,0,0
0,0,0
3,0,0
3,0,0
10,0,0
1,0,0
-3,0,0
2,-7,1
4,47,1
0,2,1
-3,0,0
-8,-2,1
10,-4,1
-5,0,0
-16,6,1
-8,14,1
9,-11,1
-11,-17,1
-4,0,0
-3,0,0
9,0,0
-8,-32,1
-7,20,1
0,12,1
-22,-1,1
3,0,0
-1,0,0
-11,0,0
23,6,1
-31,1,1
0,-14,1
-15,-6,1
10,0,0
-7,17,1
-1,-12,1
23,-12,1
7,0,0
-7,-4,1
17,-8,1
0,0,0
-24,14,1
-3,0,0
12,0,0
5,13,1
23,-43,1
17,-22,1
-11,0,0
-21,42,1
18,-8,1
0,0,0
6,0,0
12,22,1
19,54,1
5,0,0
7,0,0
5,0,0
4,0,0
-44,-29,1
-4,3,1
0,0,0
-31,-3,1
11,0,0
0,-19,1
0,0,0
-9,-10,1
1,0,0
1,4,1
3,0,0
-4,0,0
15,-22,1
26,17,1
-47,-34,1
3,0,0
10,-48,1
-19,-11,1
0,1,1
0,20,1
5,4,1
8,0,0
-34,2,1
-5,1,1
6,0,1
11,0,0
0,0,0
-3,-41,1
2,-33,1
-7,0,0
11,0,0
0,0,0
36,-13,1
10,-15,1
1,0,0
3,0,0
24,18,1
6,12,1
-7,0,0
0,0,0
5,0,0
27,2,1
55,-3,1
7,0,0
4,0,0
-16,0,0
-2,0,0
-46,22,1
-14,-15,1
3,-27,1
-8,0,0
0,0,0
-36,2,1
-11,24,1
-9,25,1
-12,55,1
0,-17,1
3,0,0
-31,-5,1
-24,22,1
6,-8,1
16,21,1
-2,0,0
-11,-8,1
7,-20,1
15,17,1
-9,0,0
15,-2,1
-22,16,1
-6,0,0
9,0,0
1,0,0
3,-47,1
1,9,1
-6,0,0
-35,9,1
-6,0,0
4,0,0
-8,-6,1
16,43,1
9,8,1
52,2,1
-37,23,1
1,0,0
-10,0,0
-9,-18,1
